Provider,Name,Date,HN,HS,HN_after_qc,HS_after_qc,HS_after_gapfill
FR_METEOFRANCE,Tignes,1970-01-01,,,,,86.0
FR_METEOFRANCE,Tignes,1970-01-02,,,,,86.0
FR_METEOFRANCE,Tignes,1970-01-03,,,,,84.0
FR_METEOFRANCE,Tignes,1970-01-04,,,,,83.0
FR_METEOFRANCE,Tignes,1970-01-05,,,,,100.0
FR_METEOFRANCE,Tignes,1970-01-06,,,,,106.0
FR_METEOFRANCE,Tignes,1970-01-07,,,,,103.0
FR_METEOFRANCE,Tignes,1970-01-08,,,,,100.0
FR_METEOFRANCE,Tignes,1970-01-09,,,,,96.0
FR_METEOFRANCE,Tignes,1970-01-10,,,,,97.0
FR_METEOFRANCE,Tignes,1970-01-11,,,,,94.0
FR_METEOFRANCE,Tignes,1970-01-12,,,,,98.0
FR_METEOFRANCE,Tignes,1970-01-13,,,,,93.0
FR_METEOFRANCE,Tignes,1970-01-14,,,,,91.0
FR_METEOFRANCE,Tignes,1970-01-15,,,,,88.0
FR_METEOFRANCE,Tignes,1970-01-16,,,,,108.0
FR_METEOFRANCE,Tignes,1970-01-17,,,,,106.0
FR_METEOFRANCE,Tignes,1970-01-18,,,,,104.0
FR_METEOFRANCE,Tignes,1970-01-19,,,,,103.0
FR_METEOFRANCE,Tignes,1970-01-20,,,,,95.0
FR_METEOFRANCE,Tignes,1970-01-21,,,,,91.0
FR_METEOFRANCE,Tignes,1970-01-22,,,,,88.0
FR_METEOFRANCE,Tignes,1970-01-23,,,,,86.0
FR_METEOFRANCE,Tignes,1970-01-24,,,,,98.0
FR_METEOFRANCE,Tignes,1970-01-25,,,,,96.0
FR_METEOFRANCE,Tignes,1970-01-26,,,,,94.0
FR_METEOFRANCE,Tignes,1970-01-27,,,,,91.0
FR_METEOFRANCE,Tignes,1970-01-28,,,,,91.0
FR_METEOFRANCE,Tignes,1970-01-29,,,,,89.0
FR_METEOFRANCE,Tignes,1970-01-30,,,,,88.0
FR_METEOFRANCE,Tignes,1970-01-31,,,,,91.0
FR_METEOFRANCE,Tignes,1970-02-01,,,,,89.0
